"상품명","키워드","상품원본URL","쿠팡링크","상품이미지URL","상품ID","아이템ID","카테고리","가격","할인율","로켓정보","평점","리뷰수","점수","click_priority","가격대","상품군","계절태그","대상독자","사용장소","문제상황","불편포인트","장점1","장점2","장점3","주의점","검색의도","글관점","제목시드","썸네일프롬프트","CTA문구","광고고지문","수집경로","수집키워드","수집순위","수집일시","used","used_at","post_title"
"햇반 백미밥, 210g, 12개","햇반 백미밥 210g","https://www.coupang.com/vp/products/9509930958?itemId=3475105914","https://www.coupang.com/vp/products/9509930958?itemId=3475105914","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2ac4/cea9e101a1c68b00c7a685b52802410aedeb0ed80a401cad088bd6e3a765.jpg","9509930958","3475105914","식품","13,440원","14","로켓배송, 내일도착","5.0","282550","415.0","high","1만-3만원대","쌀/잡곡","사계절","집밥을 자주 먹는 가정, 자취생, 대용량 식재료를 찾는 사람","주방, 쌀통, 팬트리","집에서 밥을 자주 해먹어 쌀이나 잡곡을 안정적으로 준비하고 싶을 때","용량과 보관 환경을 놓치면 벌레, 습기, 신선도 관리가 어려울 수 있음","용량별 가격 비교가 구매 판단에 중요함","가족 수와 소비 속도에 따라 맞는 용량이 달라짐","도정일, 산지, 포장 단위를 같이 보기 좋음","보관 장소, 도정일, 용량, 소비 속도를 구매 전에 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 자취생, 대용량 식재료를 찾는 사람 기준으로 햇반 백미밥 210g 고를 때 보기 쉬운 구매 전 체크","햇반 백미밥 210g를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 쌀통, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","1","2026-05-13 14:52:57","","",""
"이롬 황성주 박사의 국산콩 두유 검은콩 고칼슘, 190ml, 24개","이롬 황성주 박사의","https://www.coupang.com/vp/products/8788886173?itemId=10833917555","https://www.coupang.com/vp/products/8788886173?itemId=10833917555","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/11868540504924-016d965d-d467-4261-9268-8de0f9141612.jpg","8788886173","10833917555","식품","13,440원","50","로켓배송, 내일도착","5.0","179056","415.0","high","1만-3만원대","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","이롬 황성주 박사의이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 이롬 황성주 박사의 고를 때 보기 쉬운 구매 전 체크","이롬 황성주 박사의를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","11","2026-05-13 14:52:58","","",""
"매일유업 피크닉 사과, 200ml, 24개","매일유업 피크닉 사과","https://www.coupang.com/vp/products/3960900?itemId=13106896876","https://www.coupang.com/vp/products/3960900?itemId=13106896876","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/e61d/ece22b9536e346bf9bf1551bccffe1024957f4ee3fc1dcd0b3f7c9495ef7.jpg","3960900","13106896876","식품","9,690원","0","로켓배송, 내일도착","5.0","171899","405.0","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","매일유업 피크닉 사과이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 매일유업 피크닉 사과 고를 때 보기 쉬운 구매 전 체크","매일유업 피크닉 사과를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","8","2026-05-13 14:52:58","","",""
"팔도 밥알없는 비락식혜, 175ml, 30개","팔도 밥알없는 비락식혜","https://www.coupang.com/vp/products/9245955133?itemId=24075744157","https://www.coupang.com/vp/products/9245955133?itemId=24075744157","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1832747142301979-0a0798f2-435d-4759-af01-379b411b85c2.jpg","9245955133","24075744157","식품","10,000원","33","로켓배송, 내일도착","5.0","121323","415.0","high","1만-3만원대","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","팔도 밥알없는 비락식혜이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 팔도 밥알없는 비락식혜 고를 때 보기 쉬운 구매 전 체크","팔도 밥알없는 비락식혜를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","6","2026-05-13 14:52:58","","",""
"큐원 하얀 설탕, 3kg, 2개","큐원 하얀 설탕","https://www.coupang.com/vp/products/7139315300?itemId=17910172106","https://www.coupang.com/vp/products/7139315300?itemId=17910172106","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/244687199728272-d341472d-9c79-4692-aa39-611c4b340b52.jpg","7139315300","17910172106","식품","10,860원","0","로켓배송, 내일도착","5.0","110978","415.0","high","1만-3만원대","소스/조미료","사계절","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람","주방, 팬트리, 조리대 주변","집밥이나 반찬을 자주 만들 때 자주 쓰는 조미료를 미리 준비하고 싶을 때","용량만 보고 고르면 보관 중 산패, 소비기한, 사용 빈도를 놓치기 쉬움","자주 쓰는 식재료라 용량 대비 가격 확인이 중요함","요리 빈도에 따라 대용량과 소용량 판단이 달라짐","보관 방식과 개봉 후 관리까지 같이 보기 좋음","개봉 후 보관법, 소비기한, 용량, 원재료 표기를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람 기준으로 큐원 하얀 설탕 고를 때 보기 쉬운 구매 전 체크","큐원 하얀 설탕를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 팬트리, 조리대 주변 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","17","2026-05-13 14:52:58","","",""
"포카리스웨트, 240ml, 30개","포카리스웨트 240ml 30개","https://www.coupang.com/vp/products/8157280227?itemId=17715267773","https://www.coupang.com/vp/products/8157280227?itemId=17715267773","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/459711914486900-44f7a96f-6154-4746-ba4f-6ca16132bc11.jpg","8157280227","17715267773","식품","19,740원","10","로켓배송, 내일도착","5.0","98931","415.0","high","1만-3만원대","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","포카리스웨트 240ml 30개이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 포카리스웨트 240ml 30개 고를 때 보기 쉬운 구매 전 체크","포카리스웨트 240ml 30개를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","19","2026-05-13 14:52:59","","",""
"오뚜기 순후추, 100g, 1개","오뚜기 순후추 100g","https://www.coupang.com/vp/products/8202962306?itemId=28378393993","https://www.coupang.com/vp/products/8202962306?itemId=28378393993","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f2b3/60a7b33a82f685dc98e23f96fd925f46a2abcd756bc0a87d85d7df42fae5.jpg","8202962306","28378393993","식품","5,440원","0","로켓판매자, 내일도착","5.0","93263","405.0","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","오뚜기 순후추 100g이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 오뚜기 순후추 100g 고를 때 보기 쉬운 구매 전 체크","오뚜기 순후추 100g를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","4","2026-05-13 14:52:57","","",""
"오뚜기 사과식초, 1.5L, 1개","오뚜기 사과식초 5L","https://www.coupang.com/vp/products/439971?itemId=23838245888","https://www.coupang.com/vp/products/439971?itemId=23838245888","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/600643179842262-0973ad44-d2c5-48a1-8929-dc9344e9a174.jpg","439971","23838245888","식품","4,010원","0","로켓배송, 내일도착","5.0","101063","405.0","high","1만원 미만","소스/조미료","사계절","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람","주방, 팬트리, 조리대 주변","집밥이나 반찬을 자주 만들 때 자주 쓰는 조미료를 미리 준비하고 싶을 때","용량만 보고 고르면 보관 중 산패, 소비기한, 사용 빈도를 놓치기 쉬움","자주 쓰는 식재료라 용량 대비 가격 확인이 중요함","요리 빈도에 따라 대용량과 소용량 판단이 달라짐","보관 방식과 개봉 후 관리까지 같이 보기 좋음","개봉 후 보관법, 소비기한, 용량, 원재료 표기를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 해먹는 가정, 자취생, 대용량 조미료를 찾는 사람 기준으로 오뚜기 사과식초 5L 고를 때 보기 쉬운 구매 전 체크","오뚜기 사과식초 5L를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 팬트리, 조리대 주변 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","19","2026-05-13 14:58:30","","",""
"바세린 립테라피 스틱, 알로에 베라, 4.8g, 2개","바세린 립테라피 스틱","https://www.coupang.com/vp/products/1946659295?itemId=26512974318","https://www.coupang.com/vp/products/1946659295?itemId=26512974318","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/c3fc3e4f-2464-4d06-9f03-fddda05ce40216655795085609025841.png","1946659295","26512974318","식품","4,200원","0","로켓배송, 내일도착","5.0","31688","405.0","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","바세린 립테라피 스틱이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 바세린 립테라피 스틱 고를 때 보기 쉬운 구매 전 체크","바세린 립테라피 스틱를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","10","2026-05-13 14:58:30","","",""
"스카트 유리 거울 세정 청소티슈, 1개","스카트 유리 거울","https://www.coupang.com/vp/products/7217431210?itemId=21391991346","https://www.coupang.com/vp/products/7217431210?itemId=21391991346","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/e379/260afa64f87ebe9d528093c200e8c4d24ba06636233bac12c2075a50ac82.jpg","7217431210","21391991346","식품","2,840원","51","로켓배송, 내일도착","5.0","28436","405.0","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","스카트 유리 거울이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 스카트 유리 거울 고를 때 보기 쉬운 구매 전 체크","스카트 유리 거울를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","20","2026-05-13 14:58:30","","",""
"코멧 양면 무흠집 버블 스펀지 수세미 핑크, 10개입, 1개","코멧 양면 무흠집","https://www.coupang.com/vp/products/7180954892?itemId=18110930039","https://www.coupang.com/vp/products/7180954892?itemId=18110930039","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/3933/4624eb8ab8982b6dc80a53818e7e0957ff930170212235b00a5beb4ff49b.jpg","7180954892","18110930039","식품","3,990원","0","로켓배송, 내일도착","4.5","11816","395.0","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","코멧 양면 무흠집이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 코멧 양면 무흠집 고를 때 보기 쉬운 구매 전 체크","코멧 양면 무흠집를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","11","2026-05-13 14:58:30","","",""
"코멧 미세 물구멍 방충망 테이프 화이트, 10개","코멧 미세 물구멍","https://www.coupang.com/vp/products/7300229141?itemId=23446916850","https://www.coupang.com/vp/products/7300229141?itemId=23446916850","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1658631268878230-a610b9df-f3ef-4b3b-ae57-de38fcfdb280.jpg","7300229141","23446916850","식품","1,990원","26","로켓배송, 내일도착","5.0","10069","405.0","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","코멧 미세 물구멍이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 코멧 미세 물구멍 고를 때 보기 쉬운 구매 전 체크","코멧 미세 물구멍를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","14","2026-05-13 14:58:30","","",""
"더페이스샵 데일리 뷰티툴즈 코튼면봉, 300개입, 1개","더페이스샵 데일리 뷰티툴즈","https://www.coupang.com/vp/products/9098912465?itemId=23944401020","https://www.coupang.com/vp/products/9098912465?itemId=23944401020","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2026/02/09/14/6/917d9d1d-93bb-4ede-bd7b-8a3829a5deb3.png","9098912465","23944401020","식품","1,700원","15","로켓배송, 내일도착","5.0","8678","405.0","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","더페이스샵 데일리 뷰티툴즈이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 더페이스샵 데일리 뷰티툴즈 고를 때 보기 쉬운 구매 전 체크","더페이스샵 데일리 뷰티툴즈를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","17","2026-05-13 14:58:30","","",""
"샘솟는컵 일회용 종이그릇 12.5 x 6 cm, 50개입, 1개","샘솟는컵 일회용 종이그릇","https://www.coupang.com/vp/products/7194531437?itemId=18264586246","https://www.coupang.com/vp/products/7194531437?itemId=18264586246","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/801440631961243-2355cc03-b6da-4d62-a4ce-3f8d15643f0b.png","7194531437","18264586246","식품","2,850원","52","로켓배송, 내일도착","5.0","5341","405.0","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","샘솟는컵 일회용 종이그릇이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 샘솟는컵 일회용 종이그릇 고를 때 보기 쉬운 구매 전 체크","샘솟는컵 일회용 종이그릇를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","8","2026-05-13 14:58:29","","",""
"하리오 V60 종이필터 02 화이트 VCF-02-100W, 100개입, 1개","하리오 V60 종이필터","https://www.coupang.com/vp/products/8409997318?itemId=24316014768","https://www.coupang.com/vp/products/8409997318?itemId=24316014768","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cf49/8f471d4f234e05ad75df4a18dee98ca785984200b7fe632c4326468a9360.jpg","8409997318","24316014768","식품","3,950원","49","로켓배송, 내일도착","5.0","3551","318.06","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","하리오 V60 종이필터이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 하리오 V60 종이필터 고를 때 보기 쉬운 구매 전 체크","하리오 V60 종이필터를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","13","2026-05-13 14:58:30","","",""
"코멧 키친 스테인레스 찜기 소형, 22.5cm, 1개","코멧 키친 스테인레스","https://www.coupang.com/vp/products/6976737267?itemId=22683258432","https://www.coupang.com/vp/products/6976737267?itemId=22683258432","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/0968/3bc1f67b3d3d87d0a5f4d9fda098d7a94c1555d0d00e8362db8a28b842df.jpg","6976737267","22683258432","식품","3,540원","60","로켓배송, 내일도착","5.0","3420","310.2","high","1만원 미만","식품","사계절","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람","집이나 개인 작업 공간","코멧 키친 스테인레스이 필요하지만 어떤 제품을 골라야 할지 애매할 때","광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점","실사용 기준으로 접근하기 쉬운 점","가격 대비 만족도를 기대하기 쉬운 점","후기와 정보량이 비교적 많은 점","사용 환경과 예산에 따라 만족도가 달라질 수 있음","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 코멧 키친 스테인레스 고를 때 보기 쉬운 구매 전 체크","코멧 키친 스테인레스를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","9","2026-05-13 14:58:29","","",""
"맛선생 꽃게 참치액, 950g, 2개","맛선생 꽃게 참치액","https://www.coupang.com/vp/products/9192489988?itemId=26258057230","https://www.coupang.com/vp/products/9192489988?itemId=26258057230","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/27c70585-82a5-457e-a658-56764721b95a2958917659667666711.png","9192489988","26258057230","식품","8,740원","11","로켓배송, 내일도착","5.0","2767","271.02","high","1만원 미만","반찬/식재료","사계절","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람","주방, 냉장고, 냉동실, 팬트리","집밥 반찬이나 조리용 식재료를 미리 준비하고 싶을 때","보관 방식과 조리 난이도를 놓치면 활용도가 낮아질 수 있음","반찬용, 조리용, 비상식품용으로 쓰임이 분명함","용량과 포장 단위를 비교하기 좋음","냉장/냉동/상온 보관 여부가 판단 기준이 됨","보관 조건, 조리법, 소비기한, 원재료 정보를 확인해야 함","문제해결형 추천","구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람 기준으로 맛선생 꽃게 참치액 고를 때 보기 쉬운 구매 전 체크","맛선생 꽃게 참치액를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 냉장고, 냉동실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>식품","식품","18","2026-05-13 14:58:30","","",""
