w1,w2,w3,count,support
N16,N20,N33,5,0.004081632653061225
N16,N23,N24,5,0.004081632653061225
N16,N23,N25,5,0.004081632653061225
N16,N25,N35,5,0.004081632653061225
N16,N33,N40,5,0.004081632653061225
N17,N18,N21,5,0.004081632653061225
N17,N18,N23,5,0.004081632653061225
N17,N20,N31,5,0.004081632653061225
N17,N21,N27,5,0.004081632653061225
N17,N25,N39,5,0.004081632653061225
N17,N26,N27,5,0.004081632653061225
N17,N27,N36,5,0.004081632653061225
N17,N27,N43,5,0.004081632653061225
N17,N35,N39,5,0.004081632653061225
N17,N36,N39,5,0.004081632653061225
N18,N20,N23,5,0.004081632653061225
N18,N21,N26,5,0.004081632653061225
N18,N21,N34,5,0.004081632653061225
N18,N24,N42,5,0.004081632653061225
N18,N31,N32,5,0.004081632653061225
N18,N31,N45,5,0.004081632653061225
N18,N32,N43,5,0.004081632653061225
N18,N39,N45,5,0.004081632653061225
N18,N42,N43,5,0.004081632653061225
N19,N21,N32,5,0.004081632653061225
N19,N26,N27,5,0.004081632653061225
N19,N27,N30,5,0.004081632653061225
N19,N27,N45,5,0.004081632653061225
N19,N34,N41,5,0.004081632653061225
N19,N40,N43,5,0.004081632653061225
N20,N24,N30,5,0.004081632653061225
N20,N35,N40,5,0.004081632653061225
N20,N35,N44,5,0.004081632653061225
N21,N25,N36,5,0.004081632653061225
N21,N34,N41,5,0.004081632653061225
N21,N39,N43,5,0.004081632653061225
N22,N26,N37,5,0.004081632653061225
N22,N34,N36,5,0.004081632653061225
N23,N28,N42,5,0.004081632653061225
N23,N29,N33,5,0.004081632653061225
N24,N33,N38,5,0.004081632653061225
N24,N33,N40,5,0.004081632653061225
N25,N27,N36,5,0.004081632653061225
N25,N29,N36,5,0.004081632653061225
N25,N33,N36,5,0.004081632653061225
N26,N29,N33,5,0.004081632653061225
N26,N31,N36,5,0.004081632653061225
N26,N31,N43,5,0.004081632653061225
N26,N40,N43,5,0.004081632653061225
N27,N29,N36,5,0.004081632653061225
N27,N29,N38,5,0.004081632653061225
N27,N35,N37,5,0.004081632653061225
N28,N30,N45,5,0.004081632653061225
N28,N34,N42,5,0.004081632653061225
N28,N38,N43,5,0.004081632653061225
N29,N38,N44,5,0.004081632653061225
N30,N31,N37,5,0.004081632653061225
N30,N31,N41,5,0.004081632653061225
N30,N33,N34,5,0.004081632653061225
N30,N33,N35,5,0.004081632653061225
N30,N34,N35,5,0.004081632653061225
N31,N33,N40,5,0.004081632653061225
N31,N34,N44,5,0.004081632653061225
N31,N37,N40,5,0.004081632653061225
N31,N42,N43,5,0.004081632653061225
N32,N34,N42,5,0.004081632653061225
N34,N42,N44,5,0.004081632653061225
N35,N36,N44,5,0.004081632653061225
N35,N37,N45,5,0.004081632653061225
N37,N41,N45,5,0.004081632653061225
N37,N43,N45,5,0.004081632653061225
N39,N41,N45,5,0.004081632653061225
N01,N02,N06,4,0.0032653061224489797
N01,N02,N09,4,0.0032653061224489797
N01,N02,N15,4,0.0032653061224489797
N01,N02,N25,4,0.0032653061224489797
N01,N03,N08,4,0.0032653061224489797
N01,N03,N12,4,0.0032653061224489797
N01,N03,N14,4,0.0032653061224489797
N01,N03,N18,4,0.0032653061224489797
N01,N03,N20,4,0.0032653061224489797
N01,N03,N32,4,0.0032653061224489797
N01,N04,N16,4,0.0032653061224489797
N01,N04,N23,4,0.0032653061224489797
N01,N04,N31,4,0.0032653061224489797
N01,N04,N38,4,0.0032653061224489797
N01,N04,N39,4,0.0032653061224489797
N01,N04,N41,4,0.0032653061224489797
N01,N05,N18,4,0.0032653061224489797
N01,N05,N20,4,0.0032653061224489797
N01,N06,N42,4,0.0032653061224489797
N01,N07,N37,4,0.0032653061224489797
N01,N07,N38,4,0.0032653061224489797
N01,N08,N13,4,0.0032653061224489797
N01,N08,N18,4,0.0032653061224489797
N01,N08,N24,4,0.0032653061224489797
N01,N08,N29,4,0.0032653061224489797
N01,N08,N39,4,0.0032653061224489797
N01,N08,N42,4,0.0032653061224489797
N01,N09,N21,4,0.0032653061224489797
N01,N09,N38,4,0.0032653061224489797
N01,N10,N16,4,0.0032653061224489797
N01,N10,N20,4,0.0032653061224489797
N01,N10,N28,4,0.0032653061224489797
N01,N10,N40,4,0.0032653061224489797
N01,N11,N17,4,0.0032653061224489797
N01,N12,N16,4,0.0032653061224489797
N01,N12,N26,4,0.0032653061224489797
N01,N12,N41,4,0.0032653061224489797
N01,N12,N42,4,0.0032653061224489797
N01,N12,N43,4,0.0032653061224489797
N01,N13,N28,4,0.0032653061224489797
N01,N13,N34,4,0.0032653061224489797
N01,N13,N39,4,0.0032653061224489797
N01,N13,N45,4,0.0032653061224489797
N01,N14,N18,4,0.0032653061224489797
N01,N15,N25,4,0.0032653061224489797
N01,N16,N38,4,0.0032653061224489797
N01,N17,N27,4,0.0032653061224489797
N01,N17,N28,4,0.0032653061224489797
N01,N17,N29,4,0.0032653061224489797
N01,N17,N39,4,0.0032653061224489797
N01,N18,N29,4,0.0032653061224489797
N01,N20,N35,4,0.0032653061224489797
N01,N21,N35,4,0.0032653061224489797
N01,N23,N42,4,0.0032653061224489797
N01,N24,N27,4,0.0032653061224489797
N01,N24,N44,4,0.0032653061224489797
N01,N26,N27,4,0.0032653061224489797
N01,N26,N35,4,0.0032653061224489797
N01,N26,N40,4,0.0032653061224489797
N01,N26,N41,4,0.0032653061224489797
N01,N27,N28,4,0.0032653061224489797
N01,N28,N40,4,0.0032653061224489797
N01,N28,N43,4,0.0032653061224489797
N01,N29,N33,4,0.0032653061224489797
N01,N29,N45,4,0.0032653061224489797
N01,N30,N35,4,0.0032653061224489797
N01,N31,N34,4,0.0032653061224489797
N01,N34,N39,4,0.0032653061224489797
N01,N34,N43,4,0.0032653061224489797
N01,N37,N40,4,0.0032653061224489797
N01,N39,N45,4,0.0032653061224489797
N01,N40,N41,4,0.0032653061224489797
N02,N04,N15,4,0.0032653061224489797
N02,N04,N17,4,0.0032653061224489797
N02,N04,N34,4,0.0032653061224489797
N02,N04,N43,4,0.0032653061224489797
N02,N05,N11,4,0.0032653061224489797
N02,N05,N24,4,0.0032653061224489797
N02,N06,N12,4,0.0032653061224489797
N02,N06,N13,4,0.0032653061224489797
N02,N06,N16,4,0.0032653061224489797
N02,N08,N17,4,0.0032653061224489797
N02,N08,N25,4,0.0032653061224489797
N02,N08,N37,4,0.0032653061224489797
N02,N08,N41,4,0.0032653061224489797
N02,N10,N22,4,0.0032653061224489797
N02,N11,N17,4,0.0032653061224489797
N02,N11,N21,4,0.0032653061224489797
N02,N11,N28,4,0.0032653061224489797
N02,N11,N37,4,0.0032653061224489797
N02,N12,N24,4,0.0032653061224489797
N02,N12,N39,4,0.0032653061224489797
N02,N13,N16,4,0.0032653061224489797
N02,N15,N20,4,0.0032653061224489797
N02,N15,N28,4,0.0032653061224489797
N02,N15,N29,4,0.0032653061224489797
N02,N16,N19,4,0.0032653061224489797
N02,N16,N39,4,0.0032653061224489797
N02,N17,N19,4,0.0032653061224489797
N02,N17,N27,4,0.0032653061224489797
N02,N17,N39,4,0.0032653061224489797
N02,N20,N27,4,0.0032653061224489797
N02,N21,N34,4,0.0032653061224489797
N02,N25,N26,4,0.0032653061224489797
N02,N25,N37,4,0.0032653061224489797
N02,N26,N44,4,0.0032653061224489797
N02,N28,N45,4,0.0032653061224489797
N02,N30,N45,4,0.0032653061224489797
N02,N31,N34,4,0.0032653061224489797
N02,N33,N37,4,0.0032653061224489797
N02,N33,N40,4,0.0032653061224489797
N02,N34,N42,4,0.0032653061224489797
N02,N35,N37,4,0.0032653061224489797
N02,N37,N39,4,0.0032653061224489797
N02,N37,N41,4,0.0032653061224489797
N02,N39,N45,4,0.0032653061224489797
N02,N43,N44,4,0.0032653061224489797
N03,N04,N09,4,0.0032653061224489797
N03,N04,N12,4,0.0032653061224489797
N03,N04,N16,4,0.0032653061224489797
N03,N04,N22,4,0.0032653061224489797
N03,N04,N28,4,0.0032653061224489797
N03,N06,N22,4,0.0032653061224489797
N03,N06,N30,4,0.0032653061224489797
N03,N06,N35,4,0.0032653061224489797
N03,N06,N39,4,0.0032653061224489797
N03,N07,N14,4,0.0032653061224489797
N03,N07,N15,4,0.0032653061224489797
N03,N07,N36,4,0.0032653061224489797
N03,N07,N41,4,0.0032653061224489797
N03,N09,N33,4,0.0032653061224489797
N03,N10,N24,4,0.0032653061224489797
N03,N10,N38,4,0.0032653061224489797
N03,N11,N13,4,0.0032653061224489797
N03,N11,N14,4,0.0032653061224489797
N03,N11,N37,4,0.0032653061224489797
N03,N11,N39,4,0.0032653061224489797
N03,N11,N44,4,0.0032653061224489797
N03,N12,N20,4,0.0032653061224489797
N03,N12,N31,4,0.0032653061224489797
N03,N12,N32,4,0.0032653061224489797
N03,N12,N34,4,0.0032653061224489797
N03,N13,N15,4,0.0032653061224489797
N03,N13,N19,4,0.0032653061224489797
N03,N13,N32,4,0.0032653061224489797
N03,N14,N42,4,0.0032653061224489797
N03,N15,N27,4,0.0032653061224489797
N03,N15,N36,4,0.0032653061224489797
N03,N17,N20,4,0.0032653061224489797
N03,N17,N23,4,0.0032653061224489797
N03,N21,N37,4,0.0032653061224489797
N03,N22,N31,4,0.0032653061224489797
N03,N22,N41,4,0.0032653061224489797
N03,N23,N35,4,0.0032653061224489797
N03,N24,N32,4,0.0032653061224489797
N03,N24,N35,4,0.0032653061224489797
N03,N24,N45,4,0.0032653061224489797
N03,N26,N34,4,0.0032653061224489797
N03,N27,N29,4,0.0032653061224489797
N03,N27,N30,4,0.0032653061224489797
N03,N27,N40,4,0.0032653061224489797
N03,N31,N32,4,0.0032653061224489797
N03,N33,N34,4,0.0032653061224489797
N03,N38,N42,4,0.0032653061224489797
N03,N40,N41,4,0.0032653061224489797
N03,N42,N43,4,0.0032653061224489797
N04,N05,N06,4,0.0032653061224489797
N04,N05,N09,4,0.0032653061224489797
N04,N05,N14,4,0.0032653061224489797
N04,N06,N10,4,0.0032653061224489797
N04,N06,N25,4,0.0032653061224489797
N04,N07,N33,4,0.0032653061224489797
N04,N08,N18,4,0.0032653061224489797
N04,N08,N37,4,0.0032653061224489797
N04,N08,N39,4,0.0032653061224489797
N04,N09,N26,4,0.0032653061224489797
N04,N10,N14,4,0.0032653061224489797
N04,N10,N20,4,0.0032653061224489797
N04,N10,N31,4,0.0032653061224489797
N04,N10,N40,4,0.0032653061224489797
N04,N10,N44,4,0.0032653061224489797
N04,N11,N17,4,0.0032653061224489797
N04,N11,N37,4,0.0032653061224489797
N04,N12,N14,4,0.0032653061224489797
N04,N12,N22,4,0.0032653061224489797
N04,N12,N27,4,0.0032653061224489797
N04,N13,N39,4,0.0032653061224489797
N04,N14,N37,4,0.0032653061224489797
N04,N15,N22,4,0.0032653061224489797
N04,N15,N26,4,0.0032653061224489797
N04,N15,N33,4,0.0032653061224489797
N04,N16,N23,4,0.0032653061224489797
N04,N16,N29,4,0.0032653061224489797
N04,N17,N27,4,0.0032653061224489797
N04,N17,N32,4,0.0032653061224489797
N04,N17,N39,4,0.0032653061224489797
N04,N18,N26,4,0.0032653061224489797
N04,N18,N27,4,0.0032653061224489797
N04,N18,N37,4,0.0032653061224489797
N04,N18,N45,4,0.0032653061224489797
N04,N19,N26,4,0.0032653061224489797
N04,N20,N26,4,0.0032653061224489797
N04,N20,N35,4,0.0032653061224489797
N04,N20,N43,4,0.0032653061224489797
N04,N20,N44,4,0.0032653061224489797
N04,N22,N38,4,0.0032653061224489797
N04,N24,N27,4,0.0032653061224489797
N04,N24,N33,4,0.0032653061224489797
N04,N24,N45,4,0.0032653061224489797
N04,N25,N27,4,0.0032653061224489797
N04,N25,N33,4,0.0032653061224489797
N04,N25,N35,4,0.0032653061224489797
N04,N26,N27,4,0.0032653061224489797
N04,N26,N35,4,0.0032653061224489797
N04,N27,N32,4,0.0032653061224489797
N04,N27,N40,4,0.0032653061224489797
N04,N28,N45,4,0.0032653061224489797
N04,N31,N34,4,0.0032653061224489797
N04,N33,N36,4,0.0032653061224489797
N04,N33,N41,4,0.0032653061224489797
N04,N33,N45,4,0.0032653061224489797
N05,N06,N26,4,0.0032653061224489797
N05,N06,N27,4,0.0032653061224489797
N05,N06,N37,4,0.0032653061224489797
N05,N07,N28,4,0.0032653061224489797
N05,N08,N33,4,0.0032653061224489797
N05,N09,N11,4,0.0032653061224489797
N05,N09,N26,4,0.0032653061224489797
N05,N09,N37,4,0.0032653061224489797
N05,N10,N31,4,0.0032653061224489797
N05,N11,N14,4,0.0032653061224489797
N05,N11,N36,4,0.0032653061224489797
N05,N11,N38,4,0.0032653061224489797
N05,N12,N20,4,0.0032653061224489797
N05,N12,N39,4,0.0032653061224489797
N05,N13,N14,4,0.0032653061224489797
N05,N13,N17,4,0.0032653061224489797
N05,N13,N18,4,0.0032653061224489797
N05,N13,N37,4,0.0032653061224489797
N05,N13,N39,4,0.0032653061224489797
N05,N14,N30,4,0.0032653061224489797
N05,N14,N39,4,0.0032653061224489797
N05,N14,N42,4,0.0032653061224489797
N05,N14,N43,4,0.0032653061224489797
N05,N15,N23,4,0.0032653061224489797
N05,N15,N30,4,0.0032653061224489797
N05,N17,N39,4,0.0032653061224489797
N05,N18,N30,4,0.0032653061224489797
N05,N20,N21,4,0.0032653061224489797
N05,N20,N24,4,0.0032653061224489797
N05,N20,N25,4,0.0032653061224489797
N05,N20,N35,4,0.0032653061224489797
N05,N20,N42,4,0.0032653061224489797
N05,N21,N25,4,0.0032653061224489797
N05,N22,N34,4,0.0032653061224489797
N05,N22,N42,4,0.0032653061224489797
N05,N25,N26,4,0.0032653061224489797
N05,N26,N27,4,0.0032653061224489797
N05,N27,N34,4,0.0032653061224489797
N05,N27,N36,4,0.0032653061224489797
N05,N32,N34,4,0.0032653061224489797
N05,N34,N35,4,0.0032653061224489797
N05,N34,N36,4,0.0032653061224489797
N05,N34,N39,4,0.0032653061224489797
N05,N34,N42,4,0.0032653061224489797
N05,N41,N45,4,0.0032653061224489797
N05,N42,N45,4,0.0032653061224489797
N06,N07,N12,4,0.0032653061224489797
N06,N07,N22,4,0.0032653061224489797
N06,N07,N36,4,0.0032653061224489797
N06,N09,N11,4,0.0032653061224489797
N06,N10,N18,4,0.0032653061224489797
N06,N10,N37,4,0.0032653061224489797
N06,N11,N28,4,0.0032653061224489797
N06,N11,N32,4,0.0032653061224489797
N06,N11,N44,4,0.0032653061224489797
N06,N12,N19,4,0.0032653061224489797
N06,N12,N31,4,0.0032653061224489797
N06,N12,N37,4,0.0032653061224489797
N06,N12,N38,4,0.0032653061224489797
N06,N12,N42,4,0.0032653061224489797
